date,equity,daily_pnl,daily_return
2024-05-01,10710.040329017122,5.810191319015219,0.0005427939463440445
2024-05-02,10718.131059365956,8.090730348833866,0.0007554341627373784
2024-05-03,10709.799689647682,-8.331369718274502,-0.0007773155293706591
2024-05-06,10729.098778289506,19.299088641824437,0.001802002763924726
2024-05-07,10729.098778289506,0.0,0.0
2024-05-08,10729.098778289506,0.0,0.0
2024-05-09,10722.24219597397,-6.856582315537034,-0.0006390641429652177
2024-05-10,10854.01542008508,131.77322411110922,0.012289707852392029
2024-05-13,10854.01542008508,0.0,0.0
2024-05-14,10922.431841420599,68.41642133551974,0.006303328186628265
2024-05-15,10922.431841420599,0.0,0.0
2024-05-16,10938.398648725648,15.966807305048778,0.0014618362958787046
2024-05-17,10989.72725634906,51.32860762341318,0.004692515721155699
2024-05-20,10989.72725634906,0.0,0.0
2024-05-21,11042.844210173635,53.11695382457319,0.004833327760148665
2024-05-22,11056.911746381864,14.06753620822923,0.0012739051588963601
2024-05-23,11056.911746381864,0.0,0.0
2024-05-24,11073.840752338132,16.929005956267357,0.0015310790521421147
2024-05-27,11073.840752338132,0.0,0.0
2024-05-28,11073.840752338132,0.0,0.0
2024-05-29,11073.840752338132,0.0,0.0
2024-05-30,11086.960542961939,13.119790623806558,0.0011847552188284372
2024-05-31,11042.5743193657,-44.38622359623898,-0.004003461852709056
2024-06-03,11046.519655065362,3.9453356996610314,0.0003572840522108045
2024-06-04,11006.573185277088,-39.946469788274484,-0.003616204110944321
2024-06-05,11006.573185277088,0.0,0.0
2024-06-06,10986.824294936327,-19.748890340760685,-0.001794281472382142
2024-06-07,10990.560210752441,3.7359158161140122,0.0003400360027452365
2024-06-10,11005.480993997733,14.920783245291993,0.0013575998820054558
2024-06-11,11015.644366054756,10.163372057022839,0.0009234827685009606
2024-06-12,11034.672946257557,19.028580202800836,0.0017274141730136972
2024-06-13,11032.2583720085,-2.414574249057217,-0.00021881701984427515
2024-06-14,11021.104581589036,-11.15379041946398,-0.0010110160624741127
2024-06-17,11059.724665895757,38.620084306721274,0.0035041936151516406
2024-06-18,11039.947841799714,-19.776824096042585,-0.001788184126954584
2024-06-19,11039.947841799714,0.0,0.0
2024-06-20,11052.22828384841,12.280442048696095,0.0011123641365586856
2024-06-21,11043.641263960473,-8.587019887936368,-0.0007769491967954956
2024-06-24,11026.104448390157,-17.536815570317124,-0.0015879559242426566
2024-06-25,11082.75924428831,56.654795898153196,0.005138242265283921
2024-06-26,11082.75924428831,0.0,0.0
2024-06-27,11082.75924428831,0.0,0.0
2024-06-28,11141.432446745965,58.673202457654206,0.005294096999164832
2024-07-01,11163.023753564907,21.591306818941923,0.001937929159661067
2024-07-02,11162.942171071409,-0.0815824934987626,-7.308279127538064e-06
2024-07-03,11205.043230831468,42.10105976005997,0.003771502092805301
2024-07-04,11205.043230831468,0.0,0.0
2024-07-05,11200.894533751616,-4.1486970798531075,-0.00037025266162626913
2024-07-08,11200.894533751616,0.0,0.0
2024-07-09,11200.894533751616,0.0,0.0
2024-07-10,11193.000301955859,-7.894231795757674,-0.0007047858340215596
2024-07-11,11193.000301955859,0.0,0.0
2024-07-12,11312.655226583953,119.65492462809365,0.01069015647280791
2024-07-15,11292.434282477892,-20.22094410606026,-0.0017874622448090793
2024-07-16,11368.40376279683,75.9694803189381,0.00672746711812322
2024-07-17,11368.40376279683,0.0,0.0
2024-07-18,11361.250695749664,-7.153067047166382,-0.0006292059286787666
2024-07-19,11338.43819489373,-22.812500855934818,-0.0020079216159246682
2024-07-22,11352.703300733763,14.265105840033128,0.0012581191161280536
2024-07-23,11352.703300733763,0.0,0.0
2024-07-24,11409.058199460667,56.35489872690344,0.004964007006442506
2024-07-25,11287.569420879496,-121.48877858117176,-0.010648449368670487
2024-07-26,11322.038657009713,34.46923613021592,0.0030537341428400477
2024-07-29,11376.92217136465,54.88351435493686,0.004847493990930429
2024-07-30,11478.223918444139,101.30174707948984,0.008904143454058433
2024-07-31,11525.573893521494,47.3499750773562,0.004125200502602899
2024-08-01,11476.542226994427,-49.031666527068225,-0.00425416269767076
2024-08-02,11476.542226994427,0.0,0.0
2024-08-05,11453.783469299206,-22.75875769522017,-0.0019830674819187877
2024-08-06,11453.783469299206,0.0,0.0
2024-08-07,11363.195063198154,-90.5884061010507,-0.00790903777287788
2024-08-08,11240.351519296471,-122.84354390168383,-0.010810651688936912
2024-08-09,11198.077492121043,-42.27402717542761,-0.003760916827454719
2024-08-12,11198.077492121043,0.0,0.0
2024-08-13,11197.815338600492,-0.2621535205512938,-2.34105828197384e-05
2024-08-14,11197.815338600492,0.0,0.0
2024-08-15,11197.815338600492,0.0,0.0
2024-08-16,11153.432971575865,-44.38236702462708,-0.003963484455011046
2024-08-19,11165.92690104716,12.493929471295019,0.0011201868969972217
2024-08-20,11165.92690104716,0.0,0.0
2024-08-21,11203.766537345693,37.839636298533165,0.0033888486494555448
2024-08-22,11239.095434030467,35.32889668477333,0.00315330532522351
2024-08-23,11346.00269226683,106.90725823636157,0.009512087415207926
2024-08-26,11390.748322436042,44.74563016921201,0.003943735197569742
2024-08-27,11390.748322436042,0.0,0.0
2024-08-28,11433.134061380693,42.38573894465087,0.003721067110328935
2024-08-29,11433.134061380693,0.0,0.0
2024-08-30,11460.150774663369,27.016713282676164,0.002363019023273294
2024-09-02,11460.150774663369,0.0,0.0
2024-09-03,11486.899972401568,26.749197738200404,0.002334105219395477
2024-09-04,11494.591391156202,7.691418754634112,0.0006695817647157654
2024-09-05,11494.544265632258,-0.04712552394377946,-4.0997998398406565e-06
2024-09-06,11502.501888783743,7.957623151486359,0.0006922956637156474
2024-09-09,11491.222692428935,-11.279196354808072,-0.0009805863510273793
2024-09-10,11491.222692428935,0.0,0.0
2024-09-11,11570.628304928923,79.40561249998747,0.00691010997048247
2024-09-12,11570.628304928923,0.0,0.0
2024-09-13,11626.892838024776,56.264533095852734,0.004862703356557141
2024-09-16,11635.195629971315,8.30279194653908,0.0007141023885062214
2024-09-17,11658.997232426758,23.801602455443838,0.0020456555448138403
2024-09-18,11656.208650058079,-2.7885823686800832,-0.00023917857711841517
2024-09-19,11656.208650058079,0.0,0.0
2024-09-20,11646.659606536594,-9.54904352148435,-0.0008192237980775285
2024-09-23,11619.910706010256,-26.748900526337575,-0.0022967014946779774
2024-09-24,11672.908683270343,52.99797726008789,0.004560962523806111
2024-09-25,11739.78352394601,66.87484067566555,0.005729063979701188
2024-09-26,11721.137267766358,-18.64625617965038,-0.0015882964231510588
2024-09-27,11791.60721076395,70.46994299759254,0.006012210367281279
2024-09-30,11816.17459872886,24.56738796490889,0.0020834639015521184
2024-10-01,11826.563034910425,10.388436181565813,0.0008791708428785849
2024-10-02,11898.659284740179,72.09624982975423,0.006096128656900124
2024-10-03,11911.641971385507,12.982686645327062,0.001091105000542214
2024-10-04,11911.641971385507,0.0,0.0
2024-10-07,11911.641971385507,0.0,0.0
2024-10-08,11963.466356512508,51.82438512700091,0.004350733950155394
2024-10-09,11963.466356512508,0.0,0.0
2024-10-10,11954.171691417789,-9.294665094719061,-0.0007769207366609132
2024-10-11,11986.481617182166,32.309925764377915,0.0027028159372659566
2024-10-14,12021.774161272899,35.29254409073207,0.002944362258908706
2024-10-15,12021.774161272899,0.0,0.0
2024-10-16,12118.877221202581,97.10305992968247,0.008077265354268004
2024-10-17,12118.877221202581,0.0,0.0
2024-10-18,12146.675692256471,27.798471053889326,0.002293815717949066
2024-10-21,12183.127368328951,36.45167607247936,0.003000959027474437
2024-10-22,12183.127368328951,0.0,0.0
2024-10-23,12202.404506956515,19.277138627564035,0.0015822816297297315
2024-10-24,12188.570833674867,-13.833673281648398,-0.0011336842073840225
2024-10-25,12201.290320296574,12.71948662170646,0.0010435584938772724
2024-10-28,12181.551339976906,-19.738980319666922,-0.001617778103913503
2024-10-29,12179.053527843653,-2.497812133252428,-0.00020504877117388798
2024-10-30,12135.808892503337,-43.24463534031649,-0.003550738589123581
2024-10-31,12171.703097039997,35.894204536660006,0.0029577101002993267
2024-11-01,12197.874561276974,26.171464236977492,0.0021501891747048862
2024-11-04,12188.732145789132,-9.142415487842431,-0.0007495088953337614
2024-11-05,12188.732145789132,0.0,0.0
2024-11-06,12219.259791090499,30.527645301366988,0.0025045792241740195
2024-11-07,12246.742502436007,27.48271134550934,0.002249130619642603
2024-11-08,12260.148623677429,13.406121241421369,0.0010946683363968202
2024-11-11,12296.750717008004,36.602093330575855,0.0029854526608175114
2024-11-12,12331.136649662472,34.38593265446795,0.0027963429889579228
2024-11-13,12362.486890239334,31.350240576860532,0.0025423642173099115
2024-11-14,12362.486890239334,0.0,0.0
2024-11-15,12338.853575137047,-23.63331510228567,-0.0019116958676773654
2024-11-18,12463.706444429568,124.8528692925203,0.010118676628443124
2024-11-19,12432.862234238857,-30.84421019071113,-0.002474722132475793
2024-11-20,12476.24711560747,43.384881368612106,0.003489532864695777
2024-11-21,12511.672104140931,35.4249885334605,0.0028393945875875293
2024-11-22,12645.982514514031,134.31041037309961,0.010734809005156665
2024-11-25,12626.52218786867,-19.460326645361057,-0.0015388544640977386
2024-11-26,12653.90932670566,27.387138836989013,0.0021690168068055904
2024-11-27,12588.645095264877,-65.26423144078274,-0.005157633878649981
2024-11-28,12588.645095264877,0.0,0.0
2024-11-29,12617.78115492738,29.13605966250251,0.002314471449628819
2024-12-02,12617.78115492738,0.0,0.0
2024-12-03,12632.427712315812,14.646557388431656,0.0011607870836081169
2024-12-04,12632.427712315812,0.0,0.0
2024-12-05,12661.854219541452,29.426507225640588,0.002329441964425527
2024-12-06,12670.26945670922,8.415237167768957,0.0006646133356029704
2024-12-09,12694.118344914299,23.848888205079554,0.0018822715875588258
2024-12-10,12694.118344914299,0.0,0.0
2024-12-11,12701.292854778681,7.174509864382833,0.0005651837858637876
2024-12-12,12700.844937318832,-0.4479174598490303,-3.5265501313164194e-05
2024-12-13,12702.011111470396,1.1661741515629278,9.18186276046562e-05
2024-12-16,12687.98093437427,-14.030177096125922,-0.001104563440623596
2024-12-17,12628.283631039365,-59.69730333490602,-0.0047050278246536514
2024-12-18,12628.283631039365,0.0,0.0
2024-12-19,12641.543149819961,13.259518780596906,0.00104998582293514
2024-12-20,12436.039886791707,-205.50326302825465,-0.016256184912929794
2024-12-23,12316.756438868315,-119.28344792339203,-0.009591755012790082
2024-12-24,12324.392880282228,7.636441413912799,0.0006200042561379515
2024-12-25,12324.392880282228,0.0,0.0
2024-12-26,12324.392880282228,0.0,0.0
2024-12-27,12308.849722440485,-15.543157841742286,-0.00126117026556416
2024-12-30,12272.943222129828,-35.906500310656995,-0.0029171288235971815
2024-12-31,12150.810918500632,-122.13230362919667,-0.009951345933791544
