date,equity,cash,invested_capital,gross_exposure,open_positions,daily_return,cumulative_return,drawdown_from_peak,cash_yield_today,strategy_return_excl_cash,strategy_return_incl_cash
2024-06-12,11061.379557925864,2217.8424812305743,8843.53707669529,0.7994967562937109,16,0.002234920122762496,0.10613795579258634,0.004692856771969733,0.39597259082852604,0.10007951767297008,0.10613795579258634
2024-06-13,11097.29006480327,2754.4813423089527,8342.808722494317,0.7517879296455262,15,0.0032464763268769126,0.10972900648032691,0.0014616156935085556,0.4917838497248621,0.10362138997573811,0.10972900648032691
2024-06-14,11142.743233209261,3326.651138003662,7816.0920952056,0.701451333089227,14,0.004095879997780161,0.11427432332092602,0.0,0.5939387855746584,0.10810731293777986,0.11427432332092602
2024-06-17,11232.200894839274,2738.573523750636,8493.627371088638,0.7561854929955094,15,0.008028333755676798,0.12322008948392749,0.0,0.488943675013504,0.11700418473327967,0.12322008948392749
2024-06-18,11276.343355864557,3854.216980374602,7422.1263754899555,0.6582032970492943,13,0.003929992121630033,0.12763433558645576,0.0,0.6881301518254958,0.12134961782062548,0.12763433558645576
2024-06-20,11229.730315357636,3247.5242876048396,7982.206027752797,0.7108101266542826,14,-0.004133701771565801,0.12297303153576356,0.004133701771565801,0.5798115135877235,0.11663033261857447,0.12297303153576356
2024-06-21,11188.690605516567,3217.7008824084837,7970.989723108084,0.7124148842920011,14,-0.0036545588084998526,0.11886906055165669,0.0077731537238446835,0.5744868563485955,0.11246891294883299,0.11886906055165669
2024-06-24,11229.391479902535,3253.748776113596,7975.642703788939,0.7102470973661489,14,0.003637679852001696,0.12293914799025352,0.004163750116530807,0.5809228309433309,0.11648090810433542,0.12293914799025352
2024-06-25,11177.121398262014,3254.329802680759,7922.791595581256,0.7088400772683037,14,-0.004654756380527814,0.11771213982620132,0.008799125254636775,0.5810265671631422,0.11119579728356688,0.11771213982620132
2024-06-26,11210.651573051482,2695.955067362795,8514.696505688687,0.7595184321093864,15,0.0029998935857207254,0.12106515730514822,0.00582562810832743,0.48133459513708177,0.11450068130300006,0.12106515730514822
2024-06-27,11197.244930653202,2201.903236332138,8995.341694321063,0.8033531239185202,16,-0.0011958843168855537,0.11972449306532007,0.0070145456479221435,0.3931268052726546,0.11312070438264477,0.11972449306532007
2024-06-28,11194.572750004028,2223.453625540695,8971.119124463334,0.8013811089360338,16,-0.0002386462621584151,0.11945727500040282,0.0072515179149810205,0.39697440198905465,0.11281378887752846,0.11945727500040282
